real,start_timestamp,euclidian,start_lon,dest_timestamp,dest_lon,start_lat,dest_lat
501,2013-01-07 01:06:00,365.08045720274,-73.986374,2013-01-07 01:07:00,-73.984177,40.728062,40.725231
20127,2013-01-07 01:06:00,15160.78892779487,-73.866989,2013-01-07 01:26:00,-73.997681,40.768944,40.675392
2842,2013-01-07 01:06:00,2293.2078000285414,-73.972046,2013-01-07 01:13:00,-73.983261,40.762951,40.744144
4910,2013-01-07 01:06:00,3526.1055845844985,-73.961716,2013-01-07 01:15:00,-73.963745,40.771206,40.802921
4146,2013-01-07 01:06:00,2845.38075360719,-73.989311,2013-01-07 01:16:00,-73.982376,40.756882,40.731808
1202,2013-01-07 01:06:00,541.6535778247628,-73.990669,2013-01-07 01:09:00,-73.993622,40.760628,40.756298
1538,2013-01-07 01:06:00,1382.8397741958543,-74.002373,2013-01-07 01:12:00,-73.990234,40.733486,40.725132
4604,2013-01-07 01:06:00,3247.9751917716035,-74.004929,2013-01-07 01:16:00,-74.014099,40.737495,40.709091
4340,2013-01-07 01:06:00,3803.473396627073,-73.992668,2013-01-07 01:15:00,-74.005524,40.758457,40.725632
6904,2013-01-07 01:06:00,5715.9499673132805,-73.993423,2013-01-07 01:21:00,-73.954338,40.72765,40.769672
20320,2013-01-07 01:06:00,13150.438583334626,-73.976425,2013-01-07 01:33:00,-73.988411,40.780766,40.662697
24750,2013-01-07 01:06:00,16369.96465114225,-73.966049,2013-01-07 01:30:00,-73.815567,40.760555,40.667713
10290,2013-01-07 01:06:00,9443.869833482013,-74.015419,2013-01-07 01:23:00,-73.973663,40.715832,40.794724
2146,2013-01-07 01:06:00,1533.0507680238413,-73.961906,2013-01-07 01:13:00,-73.979263,40.770855,40.7668
8551,2013-01-07 01:06:00,6317.616779734603,-73.988419,2013-01-07 01:22:00,-73.965912,40.745972,40.800228
2325,2013-01-07 01:06:00,1919.002336759651,-73.976639,2013-01-07 01:10:00,-73.960793,40.788136,40.775745
2463,2013-01-07 01:06:00,2224.4628293209353,-73.98307,2013-01-07 01:09:00,-73.998116,40.761658,40.745216
1415,2013-01-07 01:06:00,635.1113930205005,-73.979195,2013-01-07 01:10:00,-73.985428,40.761124,40.757923
7982,2013-01-07 01:06:00,6026.487355367949,-73.986526,2013-01-07 01:25:00,-73.950058,40.740395,40.693756
1365,2013-01-07 01:06:00,371.0935967763462,-73.981705,2013-01-07 01:08:00,-73.983391,40.757313,40.760399
17653,2013-01-07 01:06:00,14232.348445516547,-73.781967,2013-01-07 01:26:00,-73.945236,40.644753,40.675854
14438,2013-01-07 01:06:00,10533.817211738897,-73.967285,2013-01-07 01:29:00,-73.947899,40.763454,40.66975
3280,2013-01-07 01:06:00,2509.005574842685,-73.981598,2013-01-07 01:14:00,-73.953041,40.778767,40.772507
1359,2013-01-07 01:06:00,1014.2425729908706,-73.998703,2013-01-07 01:10:00,-74.007385,40.742069,40.748379
9271,2013-01-07 01:06:00,6275.722440866203,-73.899971,2013-01-07 01:23:00,-73.973953,40.746017,40.751316
3703,2013-01-07 01:06:00,3003.9896852738984,-74.0075,2013-01-07 01:15:00,-73.998863,40.741085,40.714844
20237,2013-01-07 01:06:00,16843.675125160742,-73.776855,2013-01-07 01:30:31,-73.969139,40.645081,40.684681
3819,2013-01-07 01:06:00,2953.444193349592,-73.97834,2013-01-07 01:12:00,-74.002365,40.753807,40.734482
8134,2013-01-07 01:06:00,7388.585659361689,-73.94326,2013-01-07 01:16:00,-73.907257,40.802227,40.862881
2311,2013-01-07 01:06:00,1215.3196597778888,-73.991783,2013-01-07 01:10:00,-73.985741,40.766418,40.756485
3608,2013-01-07 01:06:00,3297.865560180669,-74.003334,2013-01-07 01:15:00,-74.013069,40.732582,40.703823
22613,2013-01-07 01:06:00,15453.229199062846,-73.876213,2013-01-07 01:27:00,-73.98835,40.76936,40.659431
23278,2013-01-07 01:06:00,17988.03096940504,-73.776855,2013-01-07 01:22:38,-73.917015,40.645111,40.767021
12126,2013-01-07 01:06:00,9264.98558060775,-73.999603,2013-01-07 01:22:00,-73.89325,40.728416,40.748833
1584,2013-01-07 01:06:00,1353.7594860287209,-74.001312,2013-01-07 01:13:00,-73.986336,40.729263,40.724926
1913,2013-01-07 01:06:00,1572.9860080419853,-73.999634,2013-01-07 01:13:00,-73.981773,40.728523,40.724522
